nazov,date,daily_pocet_do,daily_pocet_z,daily_total,hour_count,zemepisna_sirka,zemepisna_dlzka,smer_do,smer_z,weekday,is_weekend,month,year
Cyklomost Slobody,2022-10-04,120,200,320,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-05,190,167,357,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-06,277,248,525,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-07,239,212,451,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-08,674,547,1221,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-09,597,453,1050,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-10,127,192,319,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Cyklomost Slobody,2022-10-11,197,195,392,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-12,134,147,281,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-13,138,131,269,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-14,92,95,187,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-15,56,36,92,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-16,738,591,1329,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-17,151,148,299,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Cyklomost Slobody,2022-10-18,305,231,536,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-19,114,108,222,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-20,129,106,235,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-21,52,48,100,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-22,68,78,146,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-23,409,343,752,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-24,80,71,151,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Cyklomost Slobody,2022-10-25,216,175,391,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-26,93,95,188,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-27,175,147,322,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-28,86,76,162,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-29,108,90,198,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-30,205,197,402,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-31,107,98,205,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Devinska Nova Ves,2022-09-06,44,223,267,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,9,2022
Devinska Nova Ves,2022-09-07,54,189,243,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,9,2022
Devinska Nova Ves,2022-09-08,19,67,86,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,9,2022
Devinska Nova Ves,2022-09-09,43,150,193,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,9,2022
Devinska Nova Ves,2022-09-10,46,209,255,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,9,2022
Devinska Nova Ves,2022-09-11,58,149,207,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,9,2022
Devinska Nova Ves,2022-09-12,43,99,142,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,9,2022
Devinska Nova Ves,2022-09-13,52,250,302,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,9,2022
Devinska Nova Ves,2022-09-14,22,60,82,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,9,2022
Devinska Nova Ves,2022-09-15,43,121,164,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,9,2022
Devinska Nova Ves,2022-09-16,15,58,73,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,9,2022
Devinska Nova Ves,2022-09-17,42,87,129,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,9,2022
Devinska Nova Ves,2022-09-18,14,48,62,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,9,2022
Devinska Nova Ves,2022-09-19,5,111,116,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,9,2022
Devinska Nova Ves,2022-09-20,11,83,94,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,9,2022
Devinska Nova Ves,2022-09-21,26,110,136,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,9,2022
Devinska Nova Ves,2022-09-22,24,65,89,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,9,2022
Devinska Nova Ves,2022-09-23,41,141,182,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,9,2022
Devinska Nova Ves,2022-09-24,129,554,683,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,9,2022
Devinska Nova Ves,2022-09-25,22,59,81,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,9,2022
Devinska Nova Ves,2022-09-26,30,57,87,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,9,2022
Devinska Nova Ves,2022-09-27,14,75,89,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,9,2022
Devinska Nova Ves,2022-09-28,32,66,98,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,9,2022
Devinska Nova Ves,2022-09-29,15,52,67,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,9,2022
Devinska Nova Ves,2022-09-30,11,18,29,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,9,2022
Devinska Nova Ves,2022-10-02,22,113,135,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,10,2022
Devinska Nova Ves,2022-10-03,12,38,50,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,10,2022
Devinska Nova Ves,2022-10-04,21,110,131,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,10,2022
Devinska Nova Ves,2022-10-05,27,108,135,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,10,2022
Devinska Nova Ves,2022-10-06,33,133,166,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,10,2022
Devinska Nova Ves,2022-10-07,38,140,178,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,10,2022
Devinska Nova Ves,2022-10-08,97,299,396,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,10,2022
Devinska Nova Ves,2022-10-09,77,218,295,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,10,2022
Devinska Nova Ves,2022-10-10,21,121,142,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,10,2022
Devinska Nova Ves,2022-10-11,29,82,111,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,10,2022
Devinska Nova Ves,2022-10-12,26,56,82,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,10,2022
Devinska Nova Ves,2022-10-13,26,80,106,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,10,2022
Devinska Nova Ves,2022-10-14,21,43,64,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,10,2022
Devinska Nova Ves,2022-10-15,8,23,31,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,10,2022
Devinska Nova Ves,2022-10-16,65,319,384,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,10,2022
Devinska Nova Ves,2022-10-17,25,99,124,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,10,2022
Devinska Nova Ves,2022-10-18,31,135,166,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,10,2022
Devinska Nova Ves,2022-10-19,22,69,91,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,10,2022
Devinska Nova Ves,2022-10-20,21,58,79,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,10,2022
Devinska Nova Ves,2022-10-21,10,19,29,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,10,2022
Devinska Nova Ves,2022-10-22,11,40,51,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,10,2022
Devinska Nova Ves,2022-10-23,38,130,168,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,10,2022
Devinska Nova Ves,2022-10-24,12,36,48,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,0,0,10,2022
Devinska Nova Ves,2022-10-25,25,87,112,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,1,0,10,2022
Devinska Nova Ves,2022-10-26,16,41,57,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,2,0,10,2022
Devinska Nova Ves,2022-10-27,26,66,92,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,3,0,10,2022
Devinska Nova Ves,2022-10-28,13,27,40,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,4,0,10,2022
Devinska Nova Ves,2022-10-29,20,39,59,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,5,1,10,2022
Devinska Nova Ves,2022-10-30,27,63,90,24,48.197826,16.972652,do Devína,do Devínskej Novej Vsi,6,1,10,2022
Hradza Berg,2022-09-06,438,58,496,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,9,2022
Hradza Berg,2022-09-07,499,75,574,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,9,2022
Hradza Berg,2022-09-09,403,50,453,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,9,2022
Hradza Berg,2022-09-10,469,79,548,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,9,2022
Hradza Berg,2022-09-11,212,46,258,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,9,2022
Hradza Berg,2022-09-12,300,63,363,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,9,2022
Hradza Berg,2022-09-13,541,76,617,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,9,2022
Hradza Berg,2022-09-14,211,43,254,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,9,2022
Hradza Berg,2022-09-15,262,46,308,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,9,2022
Hradza Berg,2022-09-16,197,26,223,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,9,2022
Hradza Berg,2022-09-17,226,38,264,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,9,2022
Hradza Berg,2022-09-18,131,14,145,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,9,2022
Hradza Berg,2022-09-19,173,10,183,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,9,2022
Hradza Berg,2022-09-20,105,11,116,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,9,2022
Hradza Berg,2022-09-21,276,46,322,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,9,2022
Hradza Berg,2022-09-22,196,37,233,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,9,2022
Hradza Berg,2022-09-23,295,44,339,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,9,2022
Hradza Berg,2022-09-24,561,92,653,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,9,2022
Hradza Berg,2022-09-25,179,41,220,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,9,2022
Hradza Berg,2022-09-26,242,53,295,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,9,2022
Hradza Berg,2022-09-27,105,10,115,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,9,2022
Hradza Berg,2022-09-28,196,20,216,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,9,2022
Hradza Berg,2022-09-29,159,28,187,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,9,2022
Hradza Berg,2022-09-30,91,6,97,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,9,2022
Hradza Berg,2022-10-01,232,41,273,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,10,2022
Hradza Berg,2022-10-02,254,51,305,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,10,2022
Hradza Berg,2022-10-03,71,11,82,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,10,2022
Hradza Berg,2022-10-04,223,28,251,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,10,2022
Hradza Berg,2022-10-05,228,37,265,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,10,2022
Hradza Berg,2022-10-06,308,53,361,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,10,2022
Hradza Berg,2022-10-07,279,52,331,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,10,2022
Hradza Berg,2022-10-09,490,109,599,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,10,2022
Hradza Berg,2022-10-10,204,34,238,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,10,2022
Hradza Berg,2022-10-11,244,37,281,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,10,2022
Hradza Berg,2022-10-12,151,39,190,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,10,2022
Hradza Berg,2022-10-13,185,36,221,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,10,2022
Hradza Berg,2022-10-14,156,24,180,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,10,2022
Hradza Berg,2022-10-15,61,16,77,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,10,2022
Hradza Berg,2022-10-16,619,143,762,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,10,2022
Hradza Berg,2022-10-17,240,57,297,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,10,2022
Hradza Berg,2022-10-18,296,70,366,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,10,2022
Hradza Berg,2022-10-19,160,43,203,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,10,2022
Hradza Berg,2022-10-20,140,32,172,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,10,2022
Hradza Berg,2022-10-21,83,15,98,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,10,2022
Hradza Berg,2022-10-22,69,9,78,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,10,2022
Hradza Berg,2022-10-23,226,54,280,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,10,2022
Hradza Berg,2022-10-24,87,19,106,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,10,2022
Hradza Berg,2022-10-25,232,45,277,24,48.123215,17.068983,Do Slovenska,Do Rakuska,1,0,10,2022
Hradza Berg,2022-10-26,120,17,137,24,48.123215,17.068983,Do Slovenska,Do Rakuska,2,0,10,2022
Hradza Berg,2022-10-27,169,23,192,24,48.123215,17.068983,Do Slovenska,Do Rakuska,3,0,10,2022
Hradza Berg,2022-10-28,59,12,71,24,48.123215,17.068983,Do Slovenska,Do Rakuska,4,0,10,2022
Hradza Berg,2022-10-29,118,25,143,24,48.123215,17.068983,Do Slovenska,Do Rakuska,5,1,10,2022
Hradza Berg,2022-10-30,161,29,190,24,48.123215,17.068983,Do Slovenska,Do Rakuska,6,1,10,2022
Hradza Berg,2022-10-31,78,19,97,24,48.123215,17.068983,Do Slovenska,Do Rakuska,0,0,10,2022
Viedenska,2022-09-06,797,65,862,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,9,2022
Viedenska,2022-09-07,1044,84,1128,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,9,2022
Viedenska,2022-09-08,495,34,529,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,9,2022
Viedenska,2022-09-09,917,65,982,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,9,2022
Viedenska,2022-09-11,386,35,421,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,9,2022
Viedenska,2022-09-12,608,46,654,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,9,2022
Viedenska,2022-09-13,948,85,1033,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,9,2022
Viedenska,2022-09-14,454,42,496,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,9,2022
Viedenska,2022-09-15,514,65,579,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,9,2022
Viedenska,2022-09-16,494,27,521,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,9,2022
Viedenska,2022-09-17,434,56,490,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,9,2022
Viedenska,2022-09-18,252,29,281,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,9,2022
Viedenska,2022-09-19,130,11,141,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,9,2022
Viedenska,2022-09-20,177,10,187,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,9,2022
Viedenska,2022-09-21,505,68,573,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,9,2022
Viedenska,2022-09-22,535,36,571,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,9,2022
Viedenska,2022-09-23,626,61,687,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,9,2022
Viedenska,2022-09-24,831,115,946,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,9,2022
Viedenska,2022-09-25,326,56,382,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,9,2022
Viedenska,2022-09-26,449,38,487,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,9,2022
Viedenska,2022-09-27,252,26,278,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,9,2022
Viedenska,2022-09-28,494,58,552,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,9,2022
Viedenska,2022-09-29,428,40,468,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,9,2022
Viedenska,2022-09-30,228,19,247,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,9,2022
Viedenska,2022-10-01,422,61,483,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2022
Viedenska,2022-10-02,433,48,481,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2022
Viedenska,2022-10-03,303,17,320,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2022
Viedenska,2022-10-04,474,37,511,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2022
Viedenska,2022-10-05,465,85,550,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2022
Viedenska,2022-10-06,851,54,905,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2022
Viedenska,2022-10-07,679,51,730,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2022
Viedenska,2022-10-08,946,138,1084,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2022
Viedenska,2022-10-09,779,72,851,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2022
Viedenska,2022-10-11,585,53,638,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2022
Viedenska,2022-10-12,433,89,522,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2022
Viedenska,2022-10-13,536,53,589,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2022
Viedenska,2022-10-14,396,33,429,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2022
Viedenska,2022-10-15,117,13,130,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2022
Viedenska,2022-10-16,1056,170,1226,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2022
Viedenska,2022-10-17,610,62,672,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2022
Viedenska,2022-10-18,725,75,800,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2022
Viedenska,2022-10-19,492,55,547,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2022
Viedenska,2022-10-20,431,51,482,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2022
Viedenska,2022-10-21,259,32,291,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2022
Viedenska,2022-10-22,161,16,177,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2022
Viedenska,2022-10-23,336,88,424,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2022
Viedenska,2022-10-24,268,34,302,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2022
Viedenska,2022-10-25,568,92,660,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,1,0,10,2022
Viedenska,2022-10-26,283,45,328,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,2,0,10,2022
Viedenska,2022-10-27,369,59,428,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,3,0,10,2022
Viedenska,2022-10-28,205,31,236,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,4,0,10,2022
Viedenska,2022-10-29,182,49,231,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,5,1,10,2022
Viedenska,2022-10-30,283,45,328,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,6,1,10,2022
Viedenska,2022-10-31,182,20,202,24,48.136692,17.10638,k Staremu mostu,k Mostu SNP,0,0,10,2022
